,index,Relevance_Score,Interesting_Score,Summary,url,title,impact,impact_summary
53,Software Technology Strategy,0.6,0.7,"(💡) Technology roadmaps for PV, TOPCon and Tandem technologies, competitive analysis, and IP strategy revision.",https://www.pv-magazine.de/2024/02/26/spanien-kuendigt-neue-beihilfen-fuer-die-herstellung-von-erneuerbaren-anlagen-und-speicher-an/,Spanien kündigt neue Beihilfen für die Herstellung von Erneuerbaren-Anlagen und Speicher an,0.2,"(💼)Spanish Energy Minister announces a draft regulation for subsidies in the renewable energy and storage sector.
(🌍)The subsidies aim to support the production of equipment such as photovoltaic modules and batteries.
(💰)The funding is part of a strategy project to promote the value chain in the renewable energy sector."
54,Legal Managers,0.1,0.2,"(⚖️) Legal compliance, risk management, corporate law, and intellectual property counsel.",https://www.pv-magazine.de/2024/02/26/spanien-kuendigt-neue-beihilfen-fuer-die-herstellung-von-erneuerbaren-anlagen-und-speicher-an/,Spanien kündigt neue Beihilfen für die Herstellung von Erneuerbaren-Anlagen und Speicher an,0.2,"(💼)Spanish Energy Minister announces a draft regulation for subsidies in the renewable energy and storage sector.
(🌍)The subsidies aim to support the production of equipment such as photovoltaic modules and batteries.
(💰)The funding is part of a strategy project to promote the value chain in the renewable energy sector."
55,Software Developer Backend Engineer,0.2,0.4,"🌐 Cloud-side development, Java/Spring Boot, Kafka, AWS MSK, OpenSearch, technical communication.",https://www.pv-magazine.de/2024/02/26/insta-kuendigt-verknuepfung-von-waermepumpen-mit-photovoltaik-smart-meter-und-knx-an/,"Insta kündigt Verknüpfung von Wärmepumpen mit Photovoltaik, Smart Meter und KNX an",0.2,"(🔌)Insta GmbH specializes in building and lighting automation, while Hanwha QCELLS is a major manufacturer of photovoltaic cells.
(🏢)Insta's new Autaric brand offers energy management solutions, which could potentially be integrated with Hanwha QCELLS' photovoltaic systems.
(🌍)Both companies are focused on contributing to the renewable energy market and sustainability goals."
56,Software Developer DevOps Engineer,0.1,0.3,"🐳 C/C++, Linux servers, Docker, CI/CD, Jenkins, Yocto build system, AWS, JIRA/Confluence.",https://www.pv-magazine.de/2024/02/26/insta-kuendigt-verknuepfung-von-waermepumpen-mit-photovoltaik-smart-meter-und-knx-an/,"Insta kündigt Verknüpfung von Wärmepumpen mit Photovoltaik, Smart Meter und KNX an",0.2,"(🔌)Insta GmbH specializes in building and lighting automation, while Hanwha QCELLS is a major manufacturer of photovoltaic cells.
(🏢)Insta's new Autaric brand offers energy management solutions, which could potentially be integrated with Hanwha QCELLS' photovoltaic systems.
(🌍)Both companies are focused on contributing to the renewable energy market and sustainability goals."
57,PV Technology Strategy,0.6,0.8,"🌞 R&D in solar cell and module technology, technology analysis, roadmaps, global innovations, technological competitiveness.",https://www.pv-magazine.de/2024/02/26/insta-kuendigt-verknuepfung-von-waermepumpen-mit-photovoltaik-smart-meter-und-knx-an/,"Insta kündigt Verknüpfung von Wärmepumpen mit Photovoltaik, Smart Meter und KNX an",0.2,"(🔌)Insta GmbH specializes in building and lighting automation, while Hanwha QCELLS is a major manufacturer of photovoltaic cells.
(🏢)Insta's new Autaric brand offers energy management solutions, which could potentially be integrated with Hanwha QCELLS' photovoltaic systems.
(🌍)Both companies are focused on contributing to the renewable energy market and sustainability goals."
58,Software Technology Strategy,0.3,0.5,"💡 PV technology roadmaps, TOPCon and Tandem technologies, strategic R&D planning, IP strategies, competitive analysis.",https://www.pv-magazine.de/2024/02/26/insta-kuendigt-verknuepfung-von-waermepumpen-mit-photovoltaik-smart-meter-und-knx-an/,"Insta kündigt Verknüpfung von Wärmepumpen mit Photovoltaik, Smart Meter und KNX an",0.2,"(🔌)Insta GmbH specializes in building and lighting automation, while Hanwha QCELLS is a major manufacturer of photovoltaic cells.
(🏢)Insta's new Autaric brand offers energy management solutions, which could potentially be integrated with Hanwha QCELLS' photovoltaic systems.
(🌍)Both companies are focused on contributing to the renewable energy market and sustainability goals."
59,Legal Managers,0.1,0.2,"⚖️ Legal compliance, risk management, corporate law, intellectual property, regulatory matters.",https://www.pv-magazine.de/2024/02/26/insta-kuendigt-verknuepfung-von-waermepumpen-mit-photovoltaik-smart-meter-und-knx-an/,"Insta kündigt Verknüpfung von Wärmepumpen mit Photovoltaik, Smart Meter und KNX an",0.2,"(🔌)Insta GmbH specializes in building and lighting automation, while Hanwha QCELLS is a major manufacturer of photovoltaic cells.
(🏢)Insta's new Autaric brand offers energy management solutions, which could potentially be integrated with Hanwha QCELLS' photovoltaic systems.
(🌍)Both companies are focused on contributing to the renewable energy market and sustainability goals."
60,Software Developer Backend Engineer,0.7,0.8,"🌐 Cloud-side development, Java/Spring Boot, Kafka, AWS MSK, technical communication improvement.",https://www.pv-magazine.de/2024/02/26/berliner-sondervermoegen-klimaschutz-gescheitert/,Berliner Sondervermögen Klimaschutz gescheitert,0.2,"(⚡) Berlin's planned special fund for climate protection faces challenges due to violation of financial regulations.
(⚡) The fund aimed to invest in renewable energy and infrastructure projects.
(⚡) The failure of the fund does not directly impact Hanwha QCELLS' business operations."
61,Software Developer DevOps Engineer,0.6,0.7,"🐳 C/C++, Linux servers, Docker, CI/CD, Jenkins, Yocto build system, AWS services.",https://www.pv-magazine.de/2024/02/26/berliner-sondervermoegen-klimaschutz-gescheitert/,Berliner Sondervermögen Klimaschutz gescheitert,0.2,"(⚡) Berlin's planned special fund for climate protection faces challenges due to violation of financial regulations.
(⚡) The fund aimed to invest in renewable energy and infrastructure projects.
(⚡) The failure of the fund does not directly impact Hanwha QCELLS' business operations."
62,PV Technology Strategy,0.9,0.8,"🌞 R&D in solar cell and module technology, technology roadmaps, global innovations, enhancing technological competitiveness.",https://www.pv-magazine.de/2024/02/26/berliner-sondervermoegen-klimaschutz-gescheitert/,Berliner Sondervermögen Klimaschutz gescheitert,0.2,"(⚡) Berlin's planned special fund for climate protection faces challenges due to violation of financial regulations.
(⚡) The fund aimed to invest in renewable energy and infrastructure projects.
(⚡) The failure of the fund does not directly impact Hanwha QCELLS' business operations."
63,Software Technology Strategy,0.8,0.7,"💡 Technology roadmaps for PV, TOPCon and Tandem technologies, IP strategies, competitive analysis.",https://www.pv-magazine.de/2024/02/26/berliner-sondervermoegen-klimaschutz-gescheitert/,Berliner Sondervermögen Klimaschutz gescheitert,0.2,"(⚡) Berlin's planned special fund for climate protection faces challenges due to violation of financial regulations.
(⚡) The fund aimed to invest in renewable energy and infrastructure projects.
(⚡) The failure of the fund does not directly impact Hanwha QCELLS' business operations."
64,Legal Managers,0.5,0.6,"⚖️ Legal compliance, risk management, corporate law, intellectual property, regulatory matters.",https://www.pv-magazine.de/2024/02/26/berliner-sondervermoegen-klimaschutz-gescheitert/,Berliner Sondervermögen Klimaschutz gescheitert,0.2,"(⚡) Berlin's planned special fund for climate protection faces challenges due to violation of financial regulations.
(⚡) The fund aimed to invest in renewable energy and infrastructure projects.
(⚡) The failure of the fund does not directly impact Hanwha QCELLS' business operations."
65,Software Developer Backend Engineer,0.2,0.4,"🌐 Cloud-side development, API handling, firmware update controls, Java/Spring Boot, Kafka, AWS MSK, OpenSearch monitoring, architecture design, technical communication.",https://www.pv-magazine.de/2024/02/26/1komma5-verdoppelt-mitarbeiterzahl-binnen-jahresfrist/,1Komma5° verdoppelt Mitarbeiterzahl binnen Jahresfrist,Relevance score: 0.2,"Summary:
- (🌱) 1Komma5°, a start-up founded by Philipp Schröder, has rapidly grown to employ 2000 people and focuses on software development for cost-saving energy solutions.
- (💡) The company plans to open a development center in Berlin and aims to offer its own hardware and software products for significant cost savings to end customers.
- (🌍) 1Komma5° expressed interest in potentially saving the module production of Meyer Burger's facility in Freiberg, Germany, to secure as many jobs as possible."
66,Software Developer DevOps Engineer,0.1,0.3,"🐳 C/C++ programming, Linux servers, software development, CI/CD processes, Jenkins, Yocto build system, AWS services, JIRA/Confluence.",https://www.pv-magazine.de/2024/02/26/1komma5-verdoppelt-mitarbeiterzahl-binnen-jahresfrist/,1Komma5° verdoppelt Mitarbeiterzahl binnen Jahresfrist,Relevance score: 0.2,"Summary:
- (🌱) 1Komma5°, a start-up founded by Philipp Schröder, has rapidly grown to employ 2000 people and focuses on software development for cost-saving energy solutions.
- (💡) The company plans to open a development center in Berlin and aims to offer its own hardware and software products for significant cost savings to end customers.
- (🌍) 1Komma5° expressed interest in potentially saving the module production of Meyer Burger's facility in Freiberg, Germany, to secure as many jobs as possible."
67,PV Technology Strategy,0.7,0.6,"🌞 R&D in solar cell and module technology, technology analysis, roadmaps, adoption of new trends, enhancing competitiveness, intellectual property review.",https://www.pv-magazine.de/2024/02/26/1komma5-verdoppelt-mitarbeiterzahl-binnen-jahresfrist/,1Komma5° verdoppelt Mitarbeiterzahl binnen Jahresfrist,Relevance score: 0.2,"Summary:
- (🌱) 1Komma5°, a start-up founded by Philipp Schröder, has rapidly grown to employ 2000 people and focuses on software development for cost-saving energy solutions.
- (💡) The company plans to open a development center in Berlin and aims to offer its own hardware and software products for significant cost savings to end customers.
- (🌍) 1Komma5° expressed interest in potentially saving the module production of Meyer Burger's facility in Freiberg, Germany, to secure as many jobs as possible."
68,Software Technology Strategy,0.5,0.5,"💡 Technology roadmaps for PV, TOPCon and Tandem technologies, strategic R&D planning, IP strategies, competitive analysis.",https://www.pv-magazine.de/2024/02/26/1komma5-verdoppelt-mitarbeiterzahl-binnen-jahresfrist/,1Komma5° verdoppelt Mitarbeiterzahl binnen Jahresfrist,Relevance score: 0.2,"Summary:
- (🌱) 1Komma5°, a start-up founded by Philipp Schröder, has rapidly grown to employ 2000 people and focuses on software development for cost-saving energy solutions.
- (💡) The company plans to open a development center in Berlin and aims to offer its own hardware and software products for significant cost savings to end customers.
- (🌍) 1Komma5° expressed interest in potentially saving the module production of Meyer Burger's facility in Freiberg, Germany, to secure as many jobs as possible."
69,Legal Managers,0.3,0.2,"⚖️ Legal compliance, risk management, corporate law, intellectual property, regulatory matters.",https://www.pv-magazine.de/2024/02/26/1komma5-verdoppelt-mitarbeiterzahl-binnen-jahresfrist/,1Komma5° verdoppelt Mitarbeiterzahl binnen Jahresfrist,Relevance score: 0.2,"Summary:
- (🌱) 1Komma5°, a start-up founded by Philipp Schröder, has rapidly grown to employ 2000 people and focuses on software development for cost-saving energy solutions.
- (💡) The company plans to open a development center in Berlin and aims to offer its own hardware and software products for significant cost savings to end customers.
- (🌍) 1Komma5° expressed interest in potentially saving the module production of Meyer Burger's facility in Freiberg, Germany, to secure as many jobs as possible."
70,Software Developer Backend Engineer,0.2,0.4,"🌐 Cloud-side development, API handling, firmware update controls, Java/Spring Boot, Kafka, AWS MSK, OpenSearch monitoring, architecture design, technical communication improvement.",https://www.pv-magazine.de/2024/02/26/vdi-kritisiert-verzoegerungen-beim-solarpaket-1/,VDI kritisiert Verzögerungen beim „Solarpaket 1“,0.6,"The article discusses the delay in the adoption of the ""Solarpaket 1"" in the Bundestag, which includes measures to promote the further expansion of photovoltaic installations. This is relevant to Hanwha QCELLS as a major manufacturer of photovoltaic cells.

The article mentions the planned resilience measures for European photovoltaic manufacturers, which could potentially impact Hanwha QCELLS' business operations.

The article highlights the need for clarity and regulations regarding the use of agricultural land for photovoltaic installations, which could be relevant to Hanwha QCELLS' manufacturing facilities and operations."
71,Software Developer DevOps Engineer,0.3,0.3,"🐳 C/C++ programming, Linux server setup, software development, CI/CD processes, Jenkins, Yocto build system, AWS services, JIRA/Confluence proficiency.",https://www.pv-magazine.de/2024/02/26/vdi-kritisiert-verzoegerungen-beim-solarpaket-1/,VDI kritisiert Verzögerungen beim „Solarpaket 1“,0.6,"The article discusses the delay in the adoption of the ""Solarpaket 1"" in the Bundestag, which includes measures to promote the further expansion of photovoltaic installations. This is relevant to Hanwha QCELLS as a major manufacturer of photovoltaic cells.

The article mentions the planned resilience measures for European photovoltaic manufacturers, which could potentially impact Hanwha QCELLS' business operations.

The article highlights the need for clarity and regulations regarding the use of agricultural land for photovoltaic installations, which could be relevant to Hanwha QCELLS' manufacturing facilities and operations."
72,PV Technology Strategy,0.6,0.7,"🌞 R&D in solar cell and module technology, competitive analysis, technology roadmaps, adoption of new trends, enhancing technological competitiveness, intellectual property review.",https://www.pv-magazine.de/2024/02/26/vdi-kritisiert-verzoegerungen-beim-solarpaket-1/,VDI kritisiert Verzögerungen beim „Solarpaket 1“,0.6,"The article discusses the delay in the adoption of the ""Solarpaket 1"" in the Bundestag, which includes measures to promote the further expansion of photovoltaic installations. This is relevant to Hanwha QCELLS as a major manufacturer of photovoltaic cells.

The article mentions the planned resilience measures for European photovoltaic manufacturers, which could potentially impact Hanwha QCELLS' business operations.

The article highlights the need for clarity and regulations regarding the use of agricultural land for photovoltaic installations, which could be relevant to Hanwha QCELLS' manufacturing facilities and operations."
73,Software Technology Strategy,0.4,0.5,"💡 Technology roadmaps for PV, TOPCon and Tandem technologies, strategic R&D planning, IP strategies, competitive analysis, report preparation.",https://www.pv-magazine.de/2024/02/26/vdi-kritisiert-verzoegerungen-beim-solarpaket-1/,VDI kritisiert Verzögerungen beim „Solarpaket 1“,0.6,"The article discusses the delay in the adoption of the ""Solarpaket 1"" in the Bundestag, which includes measures to promote the further expansion of photovoltaic installations. This is relevant to Hanwha QCELLS as a major manufacturer of photovoltaic cells.

The article mentions the planned resilience measures for European photovoltaic manufacturers, which could potentially impact Hanwha QCELLS' business operations.

The article highlights the need for clarity and regulations regarding the use of agricultural land for photovoltaic installations, which could be relevant to Hanwha QCELLS' manufacturing facilities and operations."
74,Legal Managers,0.8,0.6,"⚖️ Legal compliance, risk management, corporate law, intellectual property, regulatory matters, aligning legal strategies with business objectives.",https://www.pv-magazine.de/2024/02/26/vdi-kritisiert-verzoegerungen-beim-solarpaket-1/,VDI kritisiert Verzögerungen beim „Solarpaket 1“,0.6,"The article discusses the delay in the adoption of the ""Solarpaket 1"" in the Bundestag, which includes measures to promote the further expansion of photovoltaic installations. This is relevant to Hanwha QCELLS as a major manufacturer of photovoltaic cells.

The article mentions the planned resilience measures for European photovoltaic manufacturers, which could potentially impact Hanwha QCELLS' business operations.

The article highlights the need for clarity and regulations regarding the use of agricultural land for photovoltaic installations, which could be relevant to Hanwha QCELLS' manufacturing facilities and operations."
75,Software Developer Backend Engineer,0.2,0.4,"🌐 Cloud-side development, API handling, firmware update controls, Java/Spring Boot, Kafka, AWS monitoring, technical communication improvement.",https://www.pv-magazine-china.com/2024/02/26/%e9%98%bf%e8%be%be%e5%b0%bc%e7%bb%bf%e8%89%b2%e8%83%bd%e6%ba%90%e5%85%ac%e5%8f%b8%e5%bc%80%e5%a7%8b%e5%9c%a8%e4%b8%96%e7%95%8c%e6%9c%80%e5%a4%a7%e5%8f%af%e5%86%8d%e7%94%9f%e8%83%bd%e6%ba%90%e8%a7%84/,阿达尼绿色能源公司开始在世界最大可再生能源规划园发电,0.2,"(⚡)AGEL is deploying renewable energy projects in India, including solar and wind power.
(⚡)Hanwha QCELLS, as a major manufacturer of photovoltaic cells, could potentially supply solar panels for AGEL's projects.
(⚡)Hanwha QCELLS may consider partnering with AGEL to support the development of a sustainable supply chain."
76,Software Developer DevOps Engineer,0.3,0.3,"🐳 C/C++ programming, Linux server setup, CI/CD processes, Jenkins, Yocto build system, AWS services, software management.",https://www.pv-magazine-china.com/2024/02/26/%e9%98%bf%e8%be%be%e5%b0%bc%e7%bb%bf%e8%89%b2%e8%83%bd%e6%ba%90%e5%85%ac%e5%8f%b8%e5%bc%80%e5%a7%8b%e5%9c%a8%e4%b8%96%e7%95%8c%e6%9c%80%e5%a4%a7%e5%8f%af%e5%86%8d%e7%94%9f%e8%83%bd%e6%ba%90%e8%a7%84/,阿达尼绿色能源公司开始在世界最大可再生能源规划园发电,0.2,"(⚡)AGEL is deploying renewable energy projects in India, including solar and wind power.
(⚡)Hanwha QCELLS, as a major manufacturer of photovoltaic cells, could potentially supply solar panels for AGEL's projects.
(⚡)Hanwha QCELLS may consider partnering with AGEL to support the development of a sustainable supply chain."
77,PV Technology Strategy,0.6,0.8,"🌞 R&D in solar cell and module technology, technology analysis, roadmaps, global innovation integration, enhancing technological competitiveness.",https://www.pv-magazine-china.com/2024/02/26/%e9%98%bf%e8%be%be%e5%b0%bc%e7%bb%bf%e8%89%b2%e8%83%bd%e6%ba%90%e5%85%ac%e5%8f%b8%e5%bc%80%e5%a7%8b%e5%9c%a8%e4%b8%96%e7%95%8c%e6%9c%80%e5%a4%a7%e5%8f%af%e5%86%8d%e7%94%9f%e8%83%bd%e6%ba%90%e8%a7%84/,阿达尼绿色能源公司开始在世界最大可再生能源规划园发电,0.2,"(⚡)AGEL is deploying renewable energy projects in India, including solar and wind power.
(⚡)Hanwha QCELLS, as a major manufacturer of photovoltaic cells, could potentially supply solar panels for AGEL's projects.
(⚡)Hanwha QCELLS may consider partnering with AGEL to support the development of a sustainable supply chain."
78,Software Technology Strategy,0.4,0.6,"💡 Technology roadmaps for PV, TOPCon and Tandem technologies, strategic R&D planning, IP strategies, competitive analysis.",https://www.pv-magazine-china.com/2024/02/26/%e9%98%bf%e8%be%be%e5%b0%bc%e7%bb%bf%e8%89%b2%e8%83%bd%e6%ba%90%e5%85%ac%e5%8f%b8%e5%bc%80%e5%a7%8b%e5%9c%a8%e4%b8%96%e7%95%8c%e6%9c%80%e5%a4%a7%e5%8f%af%e5%86%8d%e7%94%9f%e8%83%bd%e6%ba%90%e8%a7%84/,阿达尼绿色能源公司开始在世界最大可再生能源规划园发电,0.2,"(⚡)AGEL is deploying renewable energy projects in India, including solar and wind power.
(⚡)Hanwha QCELLS, as a major manufacturer of photovoltaic cells, could potentially supply solar panels for AGEL's projects.
(⚡)Hanwha QCELLS may consider partnering with AGEL to support the development of a sustainable supply chain."
79,Legal Managers,0.2,0.2,"⚖️ Legal compliance, risk management, corporate law, intellectual property, regulatory matters.",https://www.pv-magazine-china.com/2024/02/26/%e9%98%bf%e8%be%be%e5%b0%bc%e7%bb%bf%e8%89%b2%e8%83%bd%e6%ba%90%e5%85%ac%e5%8f%b8%e5%bc%80%e5%a7%8b%e5%9c%a8%e4%b8%96%e7%95%8c%e6%9c%80%e5%a4%a7%e5%8f%af%e5%86%8d%e7%94%9f%e8%83%bd%e6%ba%90%e8%a7%84/,阿达尼绿色能源公司开始在世界最大可再生能源规划园发电,0.2,"(⚡)AGEL is deploying renewable energy projects in India, including solar and wind power.
(⚡)Hanwha QCELLS, as a major manufacturer of photovoltaic cells, could potentially supply solar panels for AGEL's projects.
(⚡)Hanwha QCELLS may consider partnering with AGEL to support the development of a sustainable supply chain."
80,Software Developer Backend Engineer,0.2,0.4,"🌐 Cloud-side development, Java/Spring Boot, Kafka, AWS MSK, OpenSearch, technical communication.",https://www.pv-magazine-china.com/2024/02/26/edp%e5%8f%af%e5%86%8d%e7%94%9f%e8%83%bd%e6%ba%90%e5%85%ac%e5%8f%b8%e8%af%95%e8%bf%90%e8%a1%8c%e8%91%a1%e8%90%84%e7%89%99%e7%ac%ac%e4%ba%8c%e4%b8%aa%e5%a4%aa%e9%98%b3%e8%83%bd-%e9%a3%8e%e5%8a%9b/,EDP可再生能源公司试运行葡萄牙第二个太阳能-风力混合发电项目,0.2,"EDP Renewable Energy, a subsidiary of EDP, has launched a hybrid power plant in Portugal, combining wind and solar energy.

The project includes a solar power plant and a wind farm, generating 79 GWh of renewable energy annually.

Hanwha QCELLS, as a major manufacturer of photovoltaic cells, could potentially supply solar panels for similar hybrid projects."
81,Software Developer DevOps Engineer,0.1,0.3,"🐳 C/C++, Linux servers, Docker, CI/CD, Jenkins, Yocto build system, AWS, JIRA/Confluence.",https://www.pv-magazine-china.com/2024/02/26/edp%e5%8f%af%e5%86%8d%e7%94%9f%e8%83%bd%e6%ba%90%e5%85%ac%e5%8f%b8%e8%af%95%e8%bf%90%e8%a1%8c%e8%91%a1%e8%90%84%e7%89%99%e7%ac%ac%e4%ba%8c%e4%b8%aa%e5%a4%aa%e9%98%b3%e8%83%bd-%e9%a3%8e%e5%8a%9b/,EDP可再生能源公司试运行葡萄牙第二个太阳能-风力混合发电项目,0.2,"EDP Renewable Energy, a subsidiary of EDP, has launched a hybrid power plant in Portugal, combining wind and solar energy.

The project includes a solar power plant and a wind farm, generating 79 GWh of renewable energy annually.

Hanwha QCELLS, as a major manufacturer of photovoltaic cells, could potentially supply solar panels for similar hybrid projects."
82,PV Technology Strategy,0.7,0.8,"🌞 R&D in solar cell and module technology, technology roadmaps, global innovations, enhancing technological competitiveness.",https://www.pv-magazine-china.com/2024/02/26/edp%e5%8f%af%e5%86%8d%e7%94%9f%e8%83%bd%e6%ba%90%e5%85%ac%e5%8f%b8%e8%af%95%e8%bf%90%e8%a1%8c%e8%91%a1%e8%90%84%e7%89%99%e7%ac%ac%e4%ba%8c%e4%b8%aa%e5%a4%aa%e9%98%b3%e8%83%bd-%e9%a3%8e%e5%8a%9b/,EDP可再生能源公司试运行葡萄牙第二个太阳能-风力混合发电项目,0.2,"EDP Renewable Energy, a subsidiary of EDP, has launched a hybrid power plant in Portugal, combining wind and solar energy.

The project includes a solar power plant and a wind farm, generating 79 GWh of renewable energy annually.

Hanwha QCELLS, as a major manufacturer of photovoltaic cells, could potentially supply solar panels for similar hybrid projects."
83,Software Technology Strategy,0.3,0.5,"💡 PV technology roadmaps, TOPCon and Tandem technologies, strategic R&D planning, IP strategies.",https://www.pv-magazine-china.com/2024/02/26/edp%e5%8f%af%e5%86%8d%e7%94%9f%e8%83%bd%e6%ba%90%e5%85%ac%e5%8f%b8%e8%af%95%e8%bf%90%e8%a1%8c%e8%91%a1%e8%90%84%e7%89%99%e7%ac%ac%e4%ba%8c%e4%b8%aa%e5%a4%aa%e9%98%b3%e8%83%bd-%e9%a3%8e%e5%8a%9b/,EDP可再生能源公司试运行葡萄牙第二个太阳能-风力混合发电项目,0.2,"EDP Renewable Energy, a subsidiary of EDP, has launched a hybrid power plant in Portugal, combining wind and solar energy.

The project includes a solar power plant and a wind farm, generating 79 GWh of renewable energy annually.

Hanwha QCELLS, as a major manufacturer of photovoltaic cells, could potentially supply solar panels for similar hybrid projects."
84,Legal Managers,0.1,0.2,"⚖️ Legal compliance, risk management, corporate law, intellectual property, regulatory matters.",https://www.pv-magazine-china.com/2024/02/26/edp%e5%8f%af%e5%86%8d%e7%94%9f%e8%83%bd%e6%ba%90%e5%85%ac%e5%8f%b8%e8%af%95%e8%bf%90%e8%a1%8c%e8%91%a1%e8%90%84%e7%89%99%e7%ac%ac%e4%ba%8c%e4%b8%aa%e5%a4%aa%e9%98%b3%e8%83%bd-%e9%a3%8e%e5%8a%9b/,EDP可再生能源公司试运行葡萄牙第二个太阳能-风力混合发电项目,0.2,"EDP Renewable Energy, a subsidiary of EDP, has launched a hybrid power plant in Portugal, combining wind and solar energy.

The project includes a solar power plant and a wind farm, generating 79 GWh of renewable energy annually.

Hanwha QCELLS, as a major manufacturer of photovoltaic cells, could potentially supply solar panels for similar hybrid projects."
85,Software Developer Backend Engineer,0.2,0.4,"🌐 Cloud-side development, API handling, firmware update controls, Java/Spring Boot, Kafka, AWS monitoring, technical communication improvement.",https://www.pv-magazine-brasil.com/2024/02/26/empresa-de-energia-eletrica-da-malasia-construira-25-gw-de-energia-solar-hidroflutuante-hibrida/,"Empresa de energia elétrica da Malásia construirá 2,5 GW de energia solar hidroflutuante híbrida",0.2,"- 🌍 Tenaga Nasional Berhad plans to build 2.5 GW of solar projects in Malaysia.
- 🏞️ The projects will be installed in the company's hydroelectric reservoirs.
- 🌞 The initiative supports Malaysia's National Energy Transition Roadmap."
86,Software Developer DevOps Engineer,0.3,0.3,"🐳 C/C++ programming, Linux server setup, CI/CD processes, Jenkins, Yocto build system, AWS services, software management.",https://www.pv-magazine-brasil.com/2024/02/26/empresa-de-energia-eletrica-da-malasia-construira-25-gw-de-energia-solar-hidroflutuante-hibrida/,"Empresa de energia elétrica da Malásia construirá 2,5 GW de energia solar hidroflutuante híbrida",0.2,"- 🌍 Tenaga Nasional Berhad plans to build 2.5 GW of solar projects in Malaysia.
- 🏞️ The projects will be installed in the company's hydroelectric reservoirs.
- 🌞 The initiative supports Malaysia's National Energy Transition Roadmap."
87,PV Technology Strategy,0.6,0.7,"🌞 R&D in solar cell/module technology, competitive analysis, technology roadmaps, intellectual property review, global innovation integration.",https://www.pv-magazine-brasil.com/2024/02/26/empresa-de-energia-eletrica-da-malasia-construira-25-gw-de-energia-solar-hidroflutuante-hibrida/,"Empresa de energia elétrica da Malásia construirá 2,5 GW de energia solar hidroflutuante híbrida",0.2,"- 🌍 Tenaga Nasional Berhad plans to build 2.5 GW of solar projects in Malaysia.
- 🏞️ The projects will be installed in the company's hydroelectric reservoirs.
- 🌞 The initiative supports Malaysia's National Energy Transition Roadmap."
88,Software Technology Strategy,0.4,0.5,"💡 PV technology roadmaps, TOPCon and Tandem technologies, strategic R&D planning, IP strategies, competitive analysis.",https://www.pv-magazine-brasil.com/2024/02/26/empresa-de-energia-eletrica-da-malasia-construira-25-gw-de-energia-solar-hidroflutuante-hibrida/,"Empresa de energia elétrica da Malásia construirá 2,5 GW de energia solar hidroflutuante híbrida",0.2,"- 🌍 Tenaga Nasional Berhad plans to build 2.5 GW of solar projects in Malaysia.
- 🏞️ The projects will be installed in the company's hydroelectric reservoirs.
- 🌞 The initiative supports Malaysia's National Energy Transition Roadmap."
89,Legal Managers,0.1,0.2,"⚖️ Legal compliance, risk management, corporate law, intellectual property, regulatory matters.",https://www.pv-magazine-brasil.com/2024/02/26/empresa-de-energia-eletrica-da-malasia-construira-25-gw-de-energia-solar-hidroflutuante-hibrida/,"Empresa de energia elétrica da Malásia construirá 2,5 GW de energia solar hidroflutuante híbrida",0.2,"- 🌍 Tenaga Nasional Berhad plans to build 2.5 GW of solar projects in Malaysia.
- 🏞️ The projects will be installed in the company's hydroelectric reservoirs.
- 🌞 The initiative supports Malaysia's National Energy Transition Roadmap."
90,Software Developer Backend Engineer,0.2,0.6,"🌐 Cloud-side development, API handling, firmware update controls. Java/Spring Boot, Kafka, AWS MSK, OpenSearch monitoring.",https://www.pv-magazine-brasil.com/2024/02/26/baterias-de-grande-porte-podem-favorecer-geracao-solar-centralizada-na-australia/,Baterias de grande porte podem favorecer geração solar centralizada na Austrália,0.2,"(⚡)The article discusses the challenges faced by large-scale solar energy due to the success of rooftop solar.
(🔋)It mentions the growth of utility-scale batteries as a positive development for large-scale photovoltaic energy.
(🌏)The article highlights the investment in renewable energy and the reduction in wholesale energy prices in Australia."
91,Software Developer DevOps Engineer,0.3,0.4,"🐳 C/C++ programming, Linux servers, CI/CD, Jenkins, Yocto build system, AWS services, JIRA/Confluence.",https://www.pv-magazine-brasil.com/2024/02/26/baterias-de-grande-porte-podem-favorecer-geracao-solar-centralizada-na-australia/,Baterias de grande porte podem favorecer geração solar centralizada na Austrália,0.2,"(⚡)The article discusses the challenges faced by large-scale solar energy due to the success of rooftop solar.
(🔋)It mentions the growth of utility-scale batteries as a positive development for large-scale photovoltaic energy.
(🌏)The article highlights the investment in renewable energy and the reduction in wholesale energy prices in Australia."
92,PV Technology Strategy,0.7,0.8,"🌞 R&D in solar cell/module tech, competitive analysis, technology roadmaps, IP review, global innovation integration.",https://www.pv-magazine-brasil.com/2024/02/26/baterias-de-grande-porte-podem-favorecer-geracao-solar-centralizada-na-australia/,Baterias de grande porte podem favorecer geração solar centralizada na Austrália,0.2,"(⚡)The article discusses the challenges faced by large-scale solar energy due to the success of rooftop solar.
(🔋)It mentions the growth of utility-scale batteries as a positive development for large-scale photovoltaic energy.
(🌏)The article highlights the investment in renewable energy and the reduction in wholesale energy prices in Australia."
